"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Fiji,FJI,67.60585366
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Finland,FIN,77.46585366
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,France,FRA,79.05609756
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,French Polynesia,PYF,72.45
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Gabon,GAB,59.68802439
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Gambia, The",GMB,55.17121951
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Georgia,GEO,71.63034146
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Germany,DEU,77.92682927
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Ghana,GHA,56.98758537
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Greece,GRC,77.88780488
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Greenland,GRL,66.89268293
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Grenada,GRD,70.25312195
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Guam,GUM,75.09802439
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Guatemala,GTM,67.74121951
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Guinea,GIN,51.24992683
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Guinea-Bissau,GNB,51.44692683
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Guyana,GUY,63.4847561
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Haiti,HTI,57.42278049
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Honduras,HND,70.48414634
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Hong Kong SAR, China",HKG,80.87804878
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Hungary,HUN,71.24634146
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Iceland,ISL,79.65365854
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,India,IND,62.16185366
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Indonesia,IDN,67.25121951
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Iran, Islamic Rep.",IRN,69.60770732
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Iraq,IRQ,70.82992683
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Ireland,IRL,76.53658537
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Isle of Man,IMY,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Israel,ISR,78.95365854
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Italy,ITA,79.77804878
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Jamaica,JAM,70.47129268
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Japan,JPN,81.07609756
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Jordan,JOR,71.7797561
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Kazakhstan,KAZ,65.51707317
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Kenya,KEN,52.84012195
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Kiribati,KIR,64.60646341
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Korea, Dem. Rep.",PRK,64.98256098
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Korea, Rep.",KOR,75.83536585
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Kosovo,KSV,67.95121951
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Kuwait,KWT,73.35521951
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Kyrgyz Republic,KGZ,68.55853659
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Lao PDR,LAO,61.64446341
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Latvia,LVA,70.31463415
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Lebanon,LBN,74.39082927
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Lesotho,LSO,47.18297561
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Liberia,LBR,52.40912195
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Libya,LBY,71.96621951
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Liechtenstein,LIE,76.82682927
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Lithuania,LTU,72.0195122
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Luxembourg,LUX,77.87317073
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Macao SAR, China",MAC,77.62282927
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Macedonia, FYR",MKD,73.24219512
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Madagascar,MDG,58.47280488
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Malawi,MWI,46.03421951
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Malaysia,MYS,72.85141463
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Maldives,MDV,69.46160976
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Mali,MLI,49.0554878
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Malta,MLT,78.2
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Marshall Islands,MHL,65.23902439
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Mauritania,MRT,59.67292683
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Mauritius,MUS,71.66341463
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Mexico,MEX,74.26526829
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Micronesia, Fed. Sts.",FSM,67.2752439
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Moldova,MDA,66.898
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Monaco,MCO,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Mongolia,MNG,62.92370732
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Montenegro,MNE,74.02136585
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Morocco,MAR,68.13858537
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Mozambique,MOZ,47.42541463
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Myanmar,MMR,62.02421951
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Namibia,NAM,55.12070732
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Nepal,NPL,62.04270732
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Netherlands,NLD,77.98780488
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,New Caledonia,NCL,75.16341463
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,New Zealand,NZL,78.63658537
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Nicaragua,NIC,69.64658537
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Niger,NER,50.70590244
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Nigeria,NGA,46.624
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Northern Mariana Islands,MNP,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Norway,NOR,78.63414634
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Oman,OMN,72.35658537
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Pakistan,PAK,63.88597561
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Palau,PLW,70.49365854
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Panama,PAN,75.11663415
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Papua New Guinea,PNG,58.79929268
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Paraguay,PRY,70.07670732
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Peru,PER,70.50543902
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Philippines,PHL,66.79665854
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Poland,POL,73.74878049
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Portugal,PRT,76.31463415
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Puerto Rico,PRI,76.68926829
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Qatar,QAT,76.82014634
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Romania,ROM,71.16341463
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Russian Federation,RUS,65.34146341
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Rwanda,RWA,47.64265854
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Samoa,WSM,69.48731707
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,San Marino,SMR,80.6195122
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sao Tome and Principe,STP,63.29253659
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Saudi Arabia,SAU,72.6147561
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Senegal,SEN,57.77426829
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Serbia,SRB,71.58292683
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Seychelles,SYC,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sierra Leone,SLE,38.11160976
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Singapore,SGP,77.95121951
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sint Maarten (Dutch part),SXM,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Slovak Republic,SVK,73.05121951
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Slovenia,SVN,75.41219512
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Solomon Islands,SLB,62.83673171
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Somalia,SOM,50.87826829
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,South Africa,ZAF,55.83687805
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,South Sudan,SSD,49.2344878
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Spain,ESP,78.96585366
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sri Lanka,LKA,71.15712195
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,St. Kitts and Nevis,KNA,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,St. Lucia,LCA,71.42353659
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,St. Martin (French part),MAF,76.97073171
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,St. Vincent and the Grenadines,VCT,70.58312195
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sudan,SDN,57.978
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Suriname,SUR,67.92917073
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Swaziland,SWZ,48.66407317
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sweden,SWE,79.64390244
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Switzerland,CHE,79.6804878
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Syrian Arab Republic,SYR,73.33029268
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Tajikistan,TJK,63.77173171
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Tanzania,TZA,49.9715122
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Thailand,THA,70.91658537
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Timor-Leste,TMP,59.48141463
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Togo,TGO,53.54534146
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Tonga,TON,70.76043902
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Trinidad and Tobago,TTO,68.59795122
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Tunisia,TUN,72.6
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Turkey,TUR,69.99836585
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Turkmenistan,TKM,63.89929268
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Turks and Caicos Islands,TCA,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Tuvalu,TUV,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Uganda,UGA,48.10936585
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Ukraine,UKR,67.8595122
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,United Arab Emirates,ARE,74.40568293
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,United Kingdom,GBR,77.74146341
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,United States,USA,76.63658537
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Uruguay,URY,74.66009756
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Uzbekistan,UZB,66.94078049
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Vanuatu,VUT,67.555
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Venezuela, RB",VEN,72.44414634
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Vietnam,VNM,73.63112195
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Virgin Islands (U.S.),VIR,76.6195122
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,West Bank and Gaza,WBG,70.90746341
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Yemen, Rep.",YEM,60.45785366
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Zambia,ZMB,41.78312195
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Zimbabwe,ZWE,43.922
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Arab World,ARB,67.66986645
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Caribbean small states,CSS,69.33634768
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,East Asia & Pacific (all income levels),EAS,71.80922533
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,East Asia & Pacific (developing only),EAP,70.85422849
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Euro area,EMU,78.27398842
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Europe & Central Asia (all income levels),ECS,73.02872434
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Europe & Central Asia (developing only),ECA,68.90525443
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,European Union,EUU,77.15762552
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Heavily indebted poor countries (HIPC),HPC,51.74389951
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,High income,HIC,75.97873909
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,High income: OECD,OEC,77.82437385
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,High income: nonOECD,NOC,69.73603082
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Latin America & Caribbean (all income levels),LCN,71.62804901
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Latin America & Caribbean (developing only),LAC,71.1622583
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Least developed countries: UN classification,LDC,55.42270768
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Low & middle income,LMY,65.49021451
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Low income,LIC,51.89797579
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Lower middle income,LMC,62.80728657
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Middle East & North Africa (all income levels),MEA,69.66582378
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Middle East & North Africa (developing only),MNA,69.10220301
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Middle income,MIC,66.80475077
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,North America,NAC,76.89243196
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Not classified,INX,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,OECD members,OED,77.07706682
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Other small states,OSS,56.32446328
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Pacific island small states,PSS,66.73601286
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Small states,SST,60.52288835
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,South Asia,SAS,62.65774191
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sub-Saharan Africa (all income levels),SSF,50.21804824
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sub-Saharan Africa (developing only),SSA,50.2199646
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Upper middle income,UMC,71.16781858
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,World,WLD,67.69357123
